citekey,metric,value,units,measured_against,page
tejero2024opsin,Target defocus range,"−1.0 to −2.4, in 0.2 steps",µm,EPU automated acquisition,p10
tejero2024opsin,Micrograph rejection threshold,CTF fit resolution > 8 discarded,Å,patch CTF estimation (multi),p11
tejero2024opsin,"Sample concentration, JSR1-hGi",1,mg/ml,grid application,p10
tejero2024opsin,"Sample concentration, JSR1-jsGiq",8,mg/ml,grid application,p10
tejero2024opsin,"Blot time, JSR1-hGi / JSR1-jsGiq",3 / 6,s,"Vitrobot Mark IV, 4 °C, 100 % humidity",p10
tejero2024opsin,Receptor : G protein molar ratio,1 : 1.25,—,complex formation,p10
tejero2024opsin,Apyrase concentration,25,mU/mL,complex formation,p10
tejero2024opsin,"Total receptor–Gα interactions, jsGiq_1 vs jsGiq_2",31 vs 18,contacts,Supplementary Tables 2 and 3 (**not held**),p7
tejero2024opsin,"C-hook contacts, jsGiq_1 vs jsGiq_2",8 vs 5,contacts,Supplementary Tables 2 and 3 (**not held**),p7
tejero2024opsin,"Retinal-contacting residues within 4 Å, JSR1 inactive vs active",15 vs 7,residues,9-*cis* (6I9K) vs ATR6.11 (this work),p4
tejero2024opsin,"Retinal-contacting residues within 4 Å, bovine rhodopsin",15 vs 8,residues,11-*cis* vs all-*trans*,p4
tejero2024opsin,"PSB–Tyr126³·²⁸ distance, inactive → active",2.9 → 3.5,Å,6I9K vs JSR1-jsGiq_1,p5
tejero2024opsin,"PSB–Ser199⁴⁵·⁴⁹ distance, inactive → active",3.9 → 5.7,Å,6I9K vs JSR1-jsGiq_1,p5
tejero2024opsin,α5-helix rotation between jsGiq conformers,17,degrees,JSR1-jsGiq_1 vs JSR1-jsGiq_2,p6
tejero2024opsin,AHD rotation toward αN helix,17,degrees,JSR1-jsGiq_1 vs JSR1-jsGiq_2,p7
tejero2024opsin,Whole G-protein rotation,17,degrees,JSR1-jsGiq_1 vs JSR1-jsGiq_2,p9
tejero2024opsin,TM6+TM7 shift toward ICL1,~2,Å,JSR1-jsGiq_1 vs JSR1-jsGiq_2,p6
tejero2024opsin,"GTP depletion, hGi alone","~33 (read from Fig 1b; exact value in Source Data, **not held**)",%,no-protein control (Lum₀),Fig 1b p3
tejero2024opsin,"GTP depletion, JSR1 + hGi",~77 (read from Fig 1b),%,no-protein control (Lum₀),Fig 1b p3
tejero2024opsin,"GTP depletion, jsGiq alone",~17 (read from Fig 1b),%,no-protein control (Lum₀),Fig 1b p3
tejero2024opsin,"GTP depletion, JSR1 + jsGiq",~66 (read from Fig 1b),%,no-protein control (Lum₀),Fig 1b p3
tejero2024opsin,Replicates per GTPase condition,8 (octuplicate),wells,Grubbs outlier test applied,"p3, p11"
tejero2024opsin,"Incubation times tested, GTPase assay","30, 60, 120",minutes,"plate shaking at 500 rpm, 20 °C",p11
tejero2024opsin,Vertebrate opsin sequences aligned,202,sequences,"BLASTp vs human rhodopsin, Clustal Omega",p11
tejero2024opsin,Invertebrate opsin sequences aligned,113,sequences,"BLASTp vs jumping spider rhodopsin, Clustal Omega",p11
tejero2024opsin,Superposition residue ranges (Ballesteros-Weinstein),"1.45–1.54, 2.46–2.56, 3.34–3.44, 4.48–4.56, 7.38–7.46",—,PyMOL structure alignment,p11
tejero2024opsin,**TM6 outward displacement**,**NOT REPORTED**,Å,"asserted qualitatively (p3, p6, p9); quantitative panel is Supplementary Fig. 14, **not held**","p3, p6, p9"
tejero2024opsin,"B-factors, map-to-model CC, clash score, Ramachandran, EMRinger",**NOT REPORTED in main text**,—,"Supplementary Table 1, **not held**",p3 (cited)
tran2026nanogs,"Y391→R131^3.50 min. distance, β2AR-Gs(empty), PDB 3SN6",4.0,Å,cation–π judged formed,p.3 (Fig 1 caption)
tran2026nanogs,"E392→R131^3.50 min. distance, β2AR-Gs(empty)",7.2,Å,judged too distant,p.3
tran2026nanogs,"E392–R131^3.50 salt-bridge distance, β2AR-T4L-GsCT-CC, PDB 6E67",2.2,Å,judged formed,p.3
tran2026nanogs,"Y391→R131^3.50 min. distance, β2AR-T4L-GsCT-CC",11.4,Å,judged too distant,p.3
tran2026nanogs,Peptide purity after RP-HPLC,> 95,%,—,p.3
tran2026nanogs,Linear GαsCT15 test concentration (no effect),20,μM,with 10 μM ISO,p.5
tran2026nanogs,Standard submaximal agonist concentration,10,μM ISO,—,pp.5–9
tran2026nanogs,Nb80 minimal-endogenous-effect concentration (alone),1,μM,"bimane, no ISO",p.6
tran2026nanogs,Nb80 saturating concentration,3.2,μM,bimane + 10 μM ISO,p.8
tran2026nanogs,Peptide concentration matching Nb80 1 μM shift,10,μM,bimane + 10 μM ISO,p.8
tran2026nanogs,Maximum testable peptide concentration (solubility ceiling),50,μM,—,"p.8, p.9"
tran2026nanogs,Peptide 2 / 4 effect on ISO Emax,"decreased, dose-dependently",% of max ISO response,"vs buffer, β2AR membranes","p.8, Fig 4H–I"
tran2026nanogs,Peptide 2 effect on ISO EC50,right-shifted,—,vs buffer,p.8
tran2026nanogs,Peptide 4 and Nb80 effect on ISO EC50,no shift (Emax decrease only),—,vs buffer,p.8
tran2026nanogs,cAMP replicates,"n = 3–6 experiments, in duplicate",experiments,mean ± SEM,p.9 (Fig 4 caption)
tran2026nanogs,Unbiased MD sampling,20 replicates × 2,μs,peptide 4 + β2AR,p.8
tran2026nanogs,Peptide 4 starting distance from crevice,~30,Å,to avoid imposed contacts,p.8
tran2026nanogs,Spontaneous binding events observed,5,events,across the 20 replicates,p.8
tran2026nanogs,"TM6 local kink tilt, β2AR-peptide 4 complex",74,°,at G280^6.42,p.10
tran2026nanogs,"TM6 local kink tilt, β2AR-Gs(empty), PDB 3SN6",35,°,reference,p.10
tran2026nanogs,TM6 outward tilt spread across overlaid states,9,Å,inactive 2RH1 vs active states,p.10 (Fig 5B(i) annotation)
tran2026nanogs,Bimane fluorophore excitation / emission,395 / 480–500,nm,unconjugated,p.5
tran2026nanogs,Peptides synthesised and tested,9 stapled + native GαsCT15 + 2 linear counterparts,compounds,—,"p.5 (Table 1), p.8"
vo2026fiducials,"CryoEM map resolution, four prospective ICL3-fusion designs",≤ 3.4 (every design),Å,"Gold-standard FSC (details in Extended Data Tables 1–2, not in PDF)","p2, p4"
vo2026fiducials,"CryoEM map resolution, β2BB3 receptor TM bundle",up to 3.1,Å,as above,p7
vo2026fiducials,"Boltz-2 top-ranked pose, CRN04894 in MC2R",~3.2,Å heavy-atom RMSD,This paper's cryoEM MC2R structure,p6
vo2026fiducials,TM6 outward shift added by introducing the Gs α5 helix,< 1 (at most positions),Å,β2BB3-BI-167107 without Gs vs with Gs,p8
vo2026fiducials,"TM4–TM6 distance, MD from extended-TM6 start",~39 (peak),Å (N4.40–L6.28 backbone N),"MD distribution, 5 replicates × 1 µs",p9 (Fig. 5b)
vo2026fiducials,"TM4–TM6 distance, MD from cryoEM-based start","~38 (peak, with low-value shoulder)",Å,as above,p9 (Fig. 5b)
vo2026fiducials,"BB3 alternative fiducial conformation, tilt from design model",~40,degrees,β2BB3 design model,p7
vo2026fiducials,"EC50 for epinephrine, β2BB3 and β2BB5",within one log unit of WT β2AR,—,"WT β2AR, TRUPATH BRET",p6
vo2026fiducials,Fiducial fusion size range designed,13–25,kDa,—,p4
vo2026fiducials,"Fiducial motion amplitude, FZD5-BRIL (rigid exemplar)",~2 (3DVA) / ~9 (MD) / ~5 (AF2 dropout),"Å, annotated on figure",3DVA vs MD vs AF2 ensemble spread,p3 (Fig. 1b)
vo2026fiducials,"Fiducial motion amplitude, 6DS-Fab (disulfide-rigidified)",~8 (3DVA) / ~11 (MD) / ~4 (AF2 dropout),"Å, annotated on figure",as above,p3 (Fig. 1b)
vo2026fiducials,"Fiducial motion amplitude, Fab (flexible parent)",~21 (3DVA) / ~33 (MD) / ~20 (AF2 dropout),"Å, annotated on figure",as above,p3 (Fig. 1b)
vo2026fiducials,"Fiducial motion amplitude, megabodies Mb25 / Mb6",too flexible for 3DVA; MD and AF2 annotations span ~50–120 Å,"Å, annotated on figure",as above; **individual values not confidently legible at 150 dpi**,p3 (Fig. 1b)
vo2026fiducials,"MD production length, fiducial-marker systems",500 ns × 3 replicates,ns,—,p17
vo2026fiducials,"MD production length, β2AR/β2BB3 systems",1 µs × 5 replicates,µs,—,p17
wallner2023afsample,"Average rank-1 DockQ, AFsample (Wallner)",**0.55**,"DockQ, 0–1","common CASP15 multimer targets, scored vs CASP15 natives","p1, p2"
wallner2023afsample,"Average rank-1 DockQ, AlphaFold-Multimer v2 baseline (NBIS-AF2-multimer)",**0.41**,"DockQ, 0–1","same targets, identical MSAs and templates","p1, p2"
wallner2023afsample,Absolute improvement,**+0.14**,DockQ units,AFsample − baseline,"p1, p2"
wallner2023afsample,Targets improving by more than 0.4 DockQ,**8**,targets,"per-target paired comparison, Fig 1b",p2
wallner2023afsample,"CASP15 ranking, protein-assembly category",**top / most successful group**,rank,"all groups participating in CASP15, Fig 1a","p1, p2"
wallner2023afsample,"Models generated per target, AFsample",**6000** (~1000 per setting × 6 settings),models,—,"p1, p3"
wallner2023afsample,"Models generated per target, AlphaFold-Multimer default",**25**,models,—,p1
wallner2023afsample,Sampling ratio,**240×**,models,AFsample vs baseline,p3
wallner2023afsample,Compute cost ratio,**∼1000×**,"wall-clock, relative",AFsample (incl. extra recycles) vs baseline,p3
wallner2023afsample,Inference speed,"**≤1 minute per model**; ""a couple of days on a single GPU"" for a difficult target",time,—,p3
wallner2023afsample,Selection score,**ranking_confidence = 0.8·ipTM + 0.2·pTM**,"dimensionless, 0–1",—,p2
wallner2023afsample,Recommended triage threshold,"**ranking_confidence > 0.8**, plus ""at least a couple of structures at this level""",dimensionless,—,p3
wallner2023afsample,H1144: models with ranking_confidence > 0.8,"**3 of 6000**, all with DockQ > 0.8",count,"scored vs native, post hoc",p3
wallner2023afsample,H1144: high-quality models in the whole pool,**5 of 6000**,count,"scored vs native, post hoc",p3
wallner2023afsample,H1144: rank-1 DockQ,**0.88**,DockQ,vs native,p2 (Fig 1d caption)
wallner2023afsample,H1144: AlphaFold-Multimer v3 DockQ,**0.44**,DockQ,"vs native, **non-blind**",p3
wallner2023afsample,T1187o: high-quality models generated,**38 of 6000**,count,"scored vs native, post hoc",p3
wallner2023afsample,T1187o: rank-1 DockQ,**0.81**,DockQ,vs native,p2 (Fig 1f caption)
wallner2023afsample,T1187o: AlphaFold-Multimer v2 baseline DockQ,"""completely wrong ... **very close to zero**""",DockQ,vs native,p3
wallner2023afsample,T1187o: AlphaFold-Multimer v3 DockQ,**0.09**,DockQ,"vs native, **non-blind**",p3
wallner2023afsample,T1187o: fraction of ranking_confidence > 0.8 models with wrong domain orientation,**one-third**,fraction,"scored vs native, post hoc",p3
wallner2023afsample,AF2 dropout rate as used (training rates retained),"**10%–25%**, module-dependent",dropout probability,"AlphaFold2 network, cited",p1
wallner2023afsample,Number of settings / settings using selective (Evoformer-only) dropout,**6 total / 4 selective**,settings,—,"p2, p3"
waymentsteele2024cluster,State-call threshold,3,Å r.m.s.d.,crystal structures 2QKE (ground) / 5JYT (FS),"p2, p3"
waymentsteele2024cluster,AF-Cluster models within 3 Å of each state,top 5 shown per state,models,2QKE / 5JYT,p3
waymentsteele2024cluster,Uniform subsampling,MSA,"= 10, ground state hits",1 / 500,samples
waymentsteele2024cluster,Uniform subsampling,MSA,"= 100, ground state hits",0 / 500,samples
waymentsteele2024cluster,plDDT of near-native vs background (clustered),"p = 3e-102, 1e-62, 5e-34",two-sided p,model classes within/outside 3 Å,p14
waymentsteele2024cluster,"MSA-Transformer AUC vs AF2 r.m.s.d., ground state","Spearman R = −0.32, p = 2e-09",—,2QKE contact map,"p9, p15"
waymentsteele2024cluster,"MSA-Transformer AUC vs AF2 r.m.s.d., FS state","Spearman R = −0.34, p = 4e-10",—,5JYT contact map,"p9, p15"
waymentsteele2024cluster,CS-Rosetta models vs AF-Cluster model (KaiB<sub>TV-4</sub>),1.8 ± 0.3,"Å r.m.s.d. (backbone, SSEs)",AF-Cluster FS model,p4
waymentsteele2024cluster,NMR structure vs AF-Cluster model (KaiB<sub>TV-4</sub>),1.89 ± 0.13,"Å r.m.s.d. (backbone, SSEs)",AF-Cluster FS model,p4
waymentsteele2024cluster,NMR ensemble precision (KaiB<sub>TV-4</sub>),0.7,Å average pairwise r.m.s.d.,itself,p4
waymentsteele2024cluster,KaiB<sub>RS</sub>-3m FS-state population,86 (vs 11 in WT),%,"NMR peak-intensity ratios, n = 5 residues",p4
waymentsteele2024cluster,KaiB<sub>RS</sub>-3m ground-state population,14 (vs 89 in WT),%,"NMR peak-intensity ratios, n = 5 residues",p4
waymentsteele2024cluster,"RfaH mean plDDT, top 5 active-state models",84.2,plDDT,AF-Cluster models,p5
waymentsteele2024cluster,"RfaH mean plDDT, top 5 autoinhibited models",73.9,plDDT,AF-Cluster models,p5
waymentsteele2024cluster,"RfaH plDDT, complete-MSA autoinhibited prediction",68.6,plDDT,default ColabFold AF2,"p5, p18"
waymentsteele2024cluster,"G<sub>A</sub>/G<sub>B</sub> point mutants correct, AF-Cluster",10 / 12,sets,"known most-stable fold, highest-pLDDT rule, TM-score",p7
waymentsteele2024cluster,"G<sub>A</sub>/G<sub>B</sub> point mutants correct, default AF2",8 / 12,sets,same,p7
waymentsteele2024cluster,G<sub>A</sub>/G<sub>B</sub> mutants where full MSA returns no correct model,4 / 12,sets,same,p11
waymentsteele2024cluster,"G<sub>A</sub>/G<sub>B</sub> of those 4, corrected by AF-Cluster","2 (GB95, GB88)",sets,same,p11
waymentsteele2024cluster,Mpt53 state 1 / state 2 plDDT vs background,"p = 1e-235, p = 1e-94",two-sided p,"rest of the 1,642 models",pp19–20
waymentsteele2024cluster,Mpt53 homologues sampling an analogous alternative fold,6 / 10,proteins,"Mpt53 alternative state, by r.m.s.d. landscape","p6, p21"
waymentsteele2024cluster,"DALI hits with lower weighted r.m.s.d. to alt. than known state, containing analogous helix",7 / 9,structures,Mpt53 alternative state,"p11, p20"
waymentsteele2024cluster,"DALI matches, Mpt53 known state","1,822",structures,1LU4,p10
waymentsteele2024cluster,"DALI matches, Mpt53 alternative state","1,245",structures,predicted alt. state,p10
waymentsteele2024cluster,DALI union after CD-HIT,"1,055 (479 both / 368 known-only / 208 alt-only)",sequences,both states,p11
waymentsteele2024cluster,Avg. weighted r.m.s.d. to known state (known-only / both),5.7 / 3.9,Å,1LU4,p19
waymentsteele2024cluster,Avg. weighted r.m.s.d. to alt. state (both / alt-only),4.4 / 5.5,Å,predicted alt. state,p19
waymentsteele2024cluster,Screen scale,628 families × 10 clusters,predictions,reference crystal structure per family,"p5, p10"
waymentsteele2024cluster,Epsilon sweep range,"3–20, step 0.5",DBSCAN epsilon,number of clusters returned (epsmax rule),p9
waymentsteele2024cluster,NMR structure quality (KaiB<sub>TV-4</sub>),98% most-favoured / 2% additionally allowed / 0% disallowed,"Ramachandran, top 20 structures",Procheck / PSVS,p10
waymentsteele2024cluster,Estimated fold-switching proteome (from ref. 29),0.5–4% → ~1–8 million,proteins,"214 M AFDB entries, June 2023",p7
waymentsteele2024cluster,"- **Per target (KaiB<sub>TE</sub>)**: 230 AF-Cluster models in the analysed set (Extended Data Fig. 2e, ""n = 230 for AF-Cluster sampling"", p14); 329 clusters in the MSA-Transformer comparison (""We compared clusters sampled with both AF-Cluster (329 samples)"", p9). *These two numbers are not reconciled in the paper.* Comparator arms: 500 uniform samples each at",MSA,"= 10 and 100 (p9, p14).",,
waymentsteele2025reply,"KaiB variants whose single-sequence prediction matches the shallow-MSA prediction (**reproduced from ref [7]**, not new)",71,% of 487 variants,shallow (local-10) MSA prediction,p3 (Fig 1A)
waymentsteele2025reply,KaiB variants predicted FS by shallow MSA that differ under single sequence (**reproduced from ref [7]**),~50,%,shallow-MSA prediction,p3 (Fig 1A)
waymentsteele2025reply,KaiB variants examined in that reproduced panel,487,variants,—,p3
waymentsteele2025reply,"KaiB<sup>TV-4</sup>, local-10 MSA: convergence of all 5 AF2 models",≤2 Å within 1 recycle,Å RMSD,NMR structure 8UBH,"p4 (Fig 1B, D)"
waymentsteele2025reply,"KaiB<sup>TV-4</sup>, single sequence: best model (model 5)",2.28 Å at 7 recycles,Å RMSD,8UBH,"p4 (Fig 1C, D)"
waymentsteele2025reply,"KaiB<sup>TV-4</sup>, single sequence: models giving wrong structures",4 of 5,models,8UBH,p4
waymentsteele2025reply,"Population of the KaiB<sup>RS</sup> ""Enigma"" state (**cited to ref [13]**, not measured here)",~6 at 20 °C,% population,NMR,p4
waymentsteele2025reply,"KaiB<sup>RS</sup> cluster, max pLDDT at original sampling (1 model, 1 seed)",63.8 (at 3.0 Å),pLDDT (Å RMSD),reported by the comment from the AF-Cluster repo,"p6, p7 (Fig 3)"
waymentsteele2025reply,"KaiB<sup>RS</sup> cluster, max pLDDT at CF-Random's sampling budget (5 models × 5 seeds)",70.8 (at 3.0 Å),pLDDT (Å RMSD),"same cluster, matched budget","p6, p7 (Fig 3)"
waymentsteele2025reply,CF-Random model reported by the comment for KaiB<sup>RS</sup>,73.9 (at 3.2 Å),pLDDT (Å RMSD),quoted from ref [6],p7 (Fig 3)
waymentsteele2025reply,Clusters across RfaH + Mad2 returning >50% of samples in one state under increased stochasticity,13,clusters,TM-score cutoffs 0.65 / 0.72,p10 (Fig 5)
waymentsteele2025reply,"Of those, clusters degraded by column shuffling","12 of 13 (""all but one"")",clusters,TM-score to the state the original cluster predicted,"p9, p10 (Fig 5)"
waymentsteele2025reply,RfaH breakdown printed on Figure 5,9/10 use coevolution; 1/10 single-site residue frequencies sufficient,clusters,as above,"p10 (Fig 5, read from render)"
waymentsteele2025reply,Mad2 breakdown printed on Figure 5,3/3 use coevolution,clusters,as above,"p10 (Fig 5, read from render)"
waymentsteele2025reply,The single exception,RfaH cluster 049,—,the cluster the comment concentrated on,"p9, p10"
waymentsteele2025reply,MSA clusters entering the shuffling analysis,49 (RfaH) + 32 (Mad2) = 81,clusters,"≥10 sequences, or previously depicted in ref [7]",p12
waymentsteele2025reply,Sampling increase over the original paper,20×,fold,ref [7]'s sampling,p10 (Fig 5 caption)
waymentsteele2025reply,"State-calling threshold, RfaH (C-terminal domain, both states)",0.65,TM-score,5OND / 2LCL,p12
