citekey,fig_no,page,gist,plot_type,data_shape,form,slot_facet,slot_vary,slot_series,slot_measure,slot_mark,slot_n,slot_rows,slot_cols,slot_value,slot_views,slot_overlay,panels,hides,reuse
tran2026nanogs,2C,6,Bimane emission spectra: ISO dose series; Nb80; native linear GαsCT15 (no effect); stapled peptide 1 (works),line,"`PLOT \| facet: test article (4: ISO CRC, Nb80, GαsCT15, peptide 1) \| x: emission wavelength 430–510 nm (continuous) \| y: normalised fluorescence intensity \| mark: line \| n_per_cell: NOT REPORTED (""representative of several individual repeats"", Table S9)`",PLOT,,,,,,,,,,,,"4 panels, varying by test article; 4–6 traces per panel by concentration/condition","**Yes.** Representative traces only — no n, no error bands, no quantified λmax shift in the main figure; the ranking claim rests on eyeballing overlaid curves. y-axis truncated (starts ~0.3–0.4, not 0), which visually amplifies the intensity drop","CC BY-NC, p.1"
tran2026nanogs,3 (structures),7,"Chemical structures of peptides 2, 3, 4, linear 2, and 8 drawn above their respective assay panels",schematic,`SCHEMATIC \| bead-and-bond chemical structures of five peptide analogues showing staple span and modified side chains \| no data`,SCHEMATIC,,,,,,,,,,,,5 structure drawings,,"CC BY-NC, p.1"
tran2026nanogs,3 (spectra),7,The SAR panel: Nal and hGlu substitutions improve potentiation; linear peptide 2 and staple-shifted peptide 8 are dead,line,"`PLOT \| facet: peptide analogue (5: 2, 3, 4, linear 2, 8) \| x: emission wavelength 430–510 nm (continuous) \| y: normalised fluorescence intensity \| mark: line \| n_per_cell: NOT REPORTED (""representative of several individual repeats"", Table S9)`",PLOT,,,,,,,,,,,,"5 panels, varying by peptide; 4 traces per panel (buffer / 10 μM ISO / 20 μM peptide / ISO + peptide)","**Yes.** The paper's core SAR conclusion is delivered entirely by visual comparison of representative traces — no bar chart, no error bars, no n, and no statistic anywhere in the figure. Also note the caption reverses the staple positions relative to the body text and Table 1","CC BY-NC, p.1"
tran2026nanogs,4A-F,9,"Concentration series of Nb80, peptide 2 and peptide 4, without (A–C) and with (D–F) 10 μM ISO — the panel that establishes the peptides do nothing alone",line,"`PLOT \| facet: test article × agonist present (6: {Nb80, peptide 2, peptide 4} × {no ISO, +10 μM ISO}) \| x: emission wavelength 430–510 nm (continuous) \| y: normalised fluorescence intensity \| mark: line \| n_per_cell: NOT REPORTED (""representative of several individual repeats"", Table S9)`",PLOT,,,,,,,,,,,,"6 panels in a 3-column × 2-row grid; columns vary by test article, rows by agonist presence; 5–8 concentration traces per panel","**Yes.** The load-bearing negative result (""unable to stabilize an active receptor conformation alone"") is shown as three panels of near-superimposed representative traces with no n, no error, and no quantified λmax — a null claim with no quantitative panel. Normalisation to peak 1.0 plus a truncated y-axis further compresses any small real effect","CC BY-NC, p.1"
tran2026nanogs,4G-I,9,"ISO concentration-response for cAMP in β2AR membranes with Nb80, peptide 2, peptide 4 at two concentrations each: Emax suppression",line (dose-response),"`PLOT \| facet: test article (3: Nb80, peptide 2, peptide 4) \| x: log[ISO] (M), ~9 concentrations \| y: % of max ISO response \| mark: point + fitted curve, error bars = SEM \| n_per_cell: 3–6 experiments in duplicate`",PLOT,,,,,,,,,,,,"3 panels, varying by test article; 3 curves per panel (buffer + two blocker concentrations)",,"CC BY-NC, p.1"
tran2026nanogs,5A-left,10,Radius of gyration distributions for peptide 4 bound/unbound vs GαsCT in three reference conditions — evidence the staple preserves compact helicity,box,`PLOT \| facet: none (1) \| x: Rg (Å) \| y: simulation condition (5) \| mark: box + whisker (horizontal) \| n_per_cell: NOT REPORTED (frames per condition not given)`,PLOT,,,,,,,,,,,,"1 panel, 5 conditions","n (frames or trajectories) per box not shown; boxes are drawn over MD frames, which are autocorrelated, so the whisker spread is not an independent-sample spread","CC BY-NC, p.1"
tran2026nanogs,5A-right,10,Per-residue RMSF for the same five conditions — flexibility retained only at the far C-terminus (L393/L394) when unbound,bar,`PLOT \| facet: none (1) \| x: peptide residue 381–394 (14) \| y: RMSF (Å) \| mark: grouped bar (5 series) \| n_per_cell: NOT REPORTED`,PLOT,,,,,,,,,,,,"1 panel, 14 residue groups × 5 conditions",no error bars on any bar; number of trajectories behind each bar not stated,"CC BY-NC, p.1"
tran2026nanogs,5B-C,10,"(i) TM6 overlay across inactive, nanobody-bound, two GsCT modes, Gs-GDP and the peptide 4 complex; (ii) peptide 4 pose vs the two crystal poses; (C) key contacts of E392hGlu and Y391Nal",structure render,"`RENDER \| systems: 1 (β2AR) \| views: 3 (TM6 tilt overlay, peptide pose comparison, contact close-up) \| overlay: 1 MD pose (representative frame, MetaDynamics walker3 cluster 265) on 5 reference structure(s) (2RH1, 3P0G, 3SN6, 6E67, β2AR-Gs^GDP) \| axis: none`",RENDER,,,,,,,,,,,,"3 panels, varying by view","the MD pose is shown as **one representative frame from one metadynamics walker and one cluster**; no ensemble spread, no cluster population, no alternative low-energy poses shown, so the reader cannot judge how representative it is","CC BY-NC, p.1"
vo2026fiducials,1A,3,The proposed pipeline: ML inpainting → ML ensemble prediction (accept/reject on convergence) → cryoEM reconstruction,schematic,"`SCHEMATIC \| three-stage design→rigidity-filter→structure-determination workflow, drawn as cartoon receptor + fiducial with a reject/accept fork \| no data`",SCHEMATIC,,,,,,,,,,,,1 (panel a),—,"CC-BY-NC-ND 4.0 (p1 footer, on every page)"
vo2026fiducials,1B,3,"Five published fiducial systems, each shown three ways: cryoEM 3DVA ensemble, MD ensemble, AF2-dropout ensemble; ordered rigid→flexible; inter-panel motion amplitudes annotated in Å",structure render (grid of small multiples),"`RENDER \| facet: fiducial system (5: FZD5-BRIL, 6DS-Fab, Fab, Mb25, Mb6) × readout (3: cryoEM 3DVA, MD, AF2 dropout) \| views: 1 \| overlay: 20 3DVA frames / 3 MD replicates at equal spacing / NOT REPORTED AF2 models, on 1 aligned reference each \| axis: none`",RENDER,,,,,,,,,,,,"15 cells in a 5×3 grid; columns vary by system, rows by readout method. Colour encodes frame index (3DVA), replicate (MD) or pLDDT (AF2) — three different meanings of colour in one figure.","**The whole rigidity argument rests on eyeballed spread.** Motion amplitudes are hand-annotated as ""~2Å"", ""~21Å"" etc. on the renders with no distribution, no error, no n per cell, and no stated measurement definition; the underlying quantitative version is deferred to Extended Data Fig. 2 (not in PDF). Megabody rows show a map instead of an ensemble, so the flexible end of the series is not on the same footing as the rigid end. Colour scale changes meaning between rows without a shared legend.",CC-BY-NC-ND 4.0 (p1)
vo2026fiducials,2,4,"The four prospective inactive-state structures: cryoEM map + model per receptor, fiducial coloured separately, AF2-dropout ensemble as an inner ring, ligand density insets",structure render (radial arrangement),"`RENDER \| facet: receptor (4: MRGPRX2, MC2R, V1AR, GIPR) × display (3: map, model, AF2 ensemble ring) \| views: 1 \| overlay: 15 AF2 models on 1 design model (inner ring); ligand-density insets overlay 1 model on 1 map \| axis: none`",RENDER,,,,,,,,,,,,"Radial layout, no printed panel letters — the body text nevertheless cites ""Figure 2a"" (p4). 4 receptor groups × map/model/ensemble/ligand-inset.","No resolution, FSC or map-model statistic is printed on any panel; all deferred to Extended Data Tables 1–2 (not in PDF). Map contour levels not given, so the visual weight of each density is uncalibrated.",CC-BY-NC-ND 4.0 (p1)
vo2026fiducials,3A-I,5,"Binding-pocket insets for all four antagonist complexes, each overlaid against a deposited reference and against the top Boltz-2 prediction; plus GIPR 3DVA maps",structure render,"`RENDER \| facet: system (4: MRGPRX2, MC2R, V1AR, GIPR) × comparison (3: own structure inset, vs deposited reference, vs top Boltz-2 prediction) \| views: 1 \| overlay: 1 prediction on 1 reference per comparison (number of predictions generated NOT REPORTED) \| axis: none`",RENDER,,,,,,,,,,,,"9 lettered panels (a–i); a,d,g are own-structure insets, b,c,e,f,g are overlays against references or predictions, h is 3DVA maps, i is a GIPR overlay. Panel g carries two overlays.","**The figure titled ""…Yet are Poorly Predicted by Co-Folding Models"" contains no quantitative panel at all.** Only one co-folding model is shown (Boltz-2); Chai-1 and OF3 results, and any RMSD distribution across models or seeds, are deferred to Extended Data Fig. 4b,c (not in PDF). ""The top"" prediction is shown without stating how many were generated or how ""top"" was defined.",CC-BY-NC-ND 4.0 (p1)
vo2026fiducials,"4A,C-E",7,β2BB3 vs β2BB5 AF2-dropout ensembles; cryoEM maps of β2BB3 with three ligands; β2BB3-BI-167107-Gs map with four resolved conformational classes,structure render,"`RENDER \| facet: construct (2: β2BB3, β2BB5) for a; ligand condition (4: propranolol, BI-167107, LM189, BI-167107+Gs) for c–e × map treatment (2: unsharpened 3DVA, sharpened local refinement) \| views: 1 \| overlay: 15 AF2 models aligned on the β2 transmembrane domain (a); ligand density on 1 model (d); 4 3D-classification classes (e) \| axis: none`",RENDER,,,,,,,,,,,,"a (2 ensembles), c (3 ligands × 2 map treatments), d (3 ligand densities), e (1 complex map + 4 class maps)","Panel a is the sole evidence that BB3 was ""predicted rigid"" and BB5 ""predicted flexible"", shown as pLDDT-coloured spaghetti with no spread metric and no threshold — the prospective filter's decision rule is never made numeric anywhere in the paper.",CC-BY-NC-ND 4.0 (p1)
vo2026fiducials,4B,7,2D class averages for β2BB3 and β2BB5 from ~800 screening images on a 200 kV microscope — the prospective rigid/flexible test,grid of small multiples (2D class averages),"`RENDER \| facet: construct (2: β2BB3, β2BB5) \| views: NOT REPORTED (2D projection classes, count not stated) \| overlay: none — class averages, not overlaid models \| axis: none`",RENDER,,,,,,,,,,,,"1 lettered panel containing two galleries. Split from 4A,C-E because the image type is 2D particle class averages, not 3D structure renders — see `unresolved` on the v3 split rule for RENDER rows.","Number of classes shown vs computed is not given, nor particle counts per class, so ""sufficiently rigid for alignment"" vs ""not"" is a visual judgement on a curated selection of class averages.",CC-BY-NC-ND 4.0 (p1)
vo2026fiducials,"5A,C-G",8,The activation comparison: TM6 and activation-residue overlays across propranolol / BI-167107 / BI-167107+Gs; 3DVA TM6-extension series for BI-167107 and LM189; ICL2 comparisons including against β2AR-LM189-Gi and β2AR-BI-167107-Gs,structure render,"`RENDER \| facet: ligand condition (3: propranolol, BI-167107, BI-167107+Gs; +LM189 in c–g) × motif (2: TM6/activation residues, ICL2) \| views: 1 (a carries an inset zoom of the same view) \| overlay: 3–4 structures on 1 aligned reference per panel \| axis: none`",RENDER,,,,,,,,,,,,"a (overlay + inset), c (3 3DVA frames for BI-167107), d (3 3DVA frames for LM189), e, f, g (ICL2 overlays)","**The paper's central conformational claim has no quantitative panel.** ""Almost complete outward movement of TM6 even in the absence of G-protein"" and ""less than 1 Å further outward at most positions"" (p8) are supported only by coloured overlays; no per-residue displacement plot, no RMSD, no error. The 3DVA series in c/d shows three selected frames out of the component with no indication of how many frames exist or how the three were chosen.",CC-BY-NC-ND 4.0 (p1)
vo2026fiducials,5B,8,"MD distribution of TM4–TM6 distance for β2BB3-BI-167107 from two starting models (extended TM6 vs cryoEM-like), with dashed reference lines for fully open and fully closed extended TM6",line (density/histogram trace),"`PLOT \| facet: none (1) \| vary: TM4-TM6 distance (N4.40–L6.28 backbone N), 26–44 Å (continuous) \| series: starting model (2: extended TM6, cryoEM-resolved TM6) \| measure: population (density, axis unlabelled and untick-marked) \| mark: line \| n: 5 replicates × 1 µs per series; frames per series NOT REPORTED`",PLOT,,,,,,,,,,,,"1 plot panel. **The same letter also carries structure renders** — an inset cartoon inside the axes plus two labelled models (""TM6 Extended"", ""TM6 CryoEM"") to its right — which is why 5B appears here as a PLOT row while its renders are noted rather than given a third row.","**The measure axis is labelled only ""Population"" with no tick values and no units**, so the two distributions cannot be compared in magnitude, only in shape; no n per bin, no replicate spread, no error band, and no indication whether replicates were pooled. The dashed ""fully open""/""fully closed"" reference lines have no stated derivation.",CC-BY-NC-ND 4.0 (p1)
wallner2023afsample,1A,2,"Every CASP15 group's average DockQ on the common multimeric targets, sorted ascending as a rising curve; two stars mark the AF-Multimer v2 baseline (0.41) and AFsample (0.55) at the very top",line,"`PLOT \| facet: none (1) \| vary: CASP15 group, rank-ordered ascending (n NOT REPORTED; ~60 tick labels legible at 150 dpi) \| series: none (1) \| measure: average DockQ on common multimeric targets, axis 0.0–0.55 \| mark: line, with 2 star point markers annotated 0.41 and 0.55 \| n: 1 per mark (one group); number of targets behind each group's average NOT REPORTED`",PLOT,,,,,,,,,,,,1,"**Group tick labels are printed at a size that is illegible in the published figure**, so only the two starred groups can be identified and the reader cannot see who else is near the top or how close they are; **the number of targets behind each average is never given, on the panel or in the text**; no error bars, no spread, no per-target information — a sorted line of point estimates is presented as a ranking with no uncertainty; the y-axis stops at ~0.55, i.e. at the paper's own result","CC-BY 4.0, no ND, p1"
wallner2023afsample,1B,2,"Paired per-target comparison: AFsample rank-1 DockQ (x) against AF-Multimer v2 baseline rank-1 DockQ (y), with the y = x diagonal drawn; points labelled with CASP target IDs",scatter,"`PLOT \| facet: none (1) \| vary: AFsample (Wallner) average DockQ for rank 1, 0.0–1.0 (continuous) \| series: none (1) \| measure: NBIS-AF2-multimer average DockQ for rank 1, 0.0–1.0 \| mark: point, each labelled with its CASP target ID \| n: 1 per mark (one target); per panel = number of common CASP15 multimer targets, NOT REPORTED (~39 labelled points)`",PLOT,,,,,,,,,,,,1,"**n is not stated anywhere**, so the reader must count labelled dots to learn the size of the benchmark; the ""eight targets showing considerable improvements with >0.4 DockQ units"" claimed on p2 is **not marked on the panel** — no threshold band, no highlighting, no count annotation; overlapping ID labels are unreadable in the 0.6–0.8 cluster; targets are unordered and undistinguished by type, so the nanobody/antibody cases that motivate the discussion cannot be located","CC-BY 4.0, no ND, p1"
